"Verdict","Scope","Tab","BibleRow","Style","BiblePrice","CodePrice","PerkName","BibleSkillRequirements","CodeRequirements","BibleCharacterType","BibleType","BiblePrimaryStat","BibleSecondaryStat","BibleScalingSource","BibleCrossSkill","BibleFP","BibleSTM","BibleCastingTime","BibleCooldownTime","BibleDevStatus","BibleAdditionalRequirements","BibleNotes","BibleDescription","CodeDescription","CodePerk","GrantedFeats","AbilityEvidence","FeatDescriptionEvidence","SpellDescriptionEvidence","Findings"
"PASS","Scoped implemented","Katar","36","Scrapper","4.0","4","Scrapper Stance","Katar 20","Katar 20","All","Stance","None","None","None","Yes","-","-","2 seconds","30 seconds","Implemented","","","While active, your control effects last +20% longer, but hostile ability cooldowns are increased by 10%.","While active, your control effects last +20% longer, but hostile ability cooldowns are increased by 10%.","ScrapperStance/KatarVenomCurrent/Scrapper Stance rank 1","ScrapperStance1","ScrapperStance1: ScrapperStanceAbilityDefinition.cs name='Scrapper Stance' level=1 skill=Katar activation=Casted FP=- STM=- cast=2 cooldown=30","ScrapperStance1: PASS exact Bible text TLK 4500","ScrapperStance1: PASS exact Bible text TLK 4500",""
"PASS","Scoped implemented","Katar","37","Scrapper","4.0","4","Scrapper Control II","Katar 22","Katar 22","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Your control abilities deal +8 DMG and gain +5% Ability Accuracy.","Your control abilities deal +8 DMG and gain +5% Ability Accuracy.","ScrapperControl/KatarVenomCurrent/Scrapper Control rank 2","","-","-","-",""
"PASS","Scoped implemented","Katar","38","Scrapper","4.0","4","Breaker Reversal","Katar 25","Katar 25","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","After you are hit, your next control ability within 30 seconds deals +20 DMG.","After you are hit, your next control ability within 30 seconds deals +20 DMG.","BreakerReversal/KatarVenomCurrent/Breaker Reversal rank 1","BreakerReversalTrait","BreakerReversalTrait: no active ability definition","BreakerReversalTrait: PASS exact Bible text TLK 5204","-",""
"PASS","Scoped implemented","Katar","39","Scrapper","3.0","3","Hooking Strike III","Katar 28","Katar 28","All","Combat","MGT","PER","Combat Formula","Yes","-","8.0","Instant","18 seconds","Implemented","","","Deals weapon DMG + 28 and inflicts Hamstring for 30 seconds.","Deals weapon DMG + 28 and inflicts Hamstring for 30 seconds.","HookingStrike/KatarVenomCurrent/Hooking Strike rank 3","HookingStrike3","HookingStrike3: HookingStrikeAbilityDefinition.cs name='Hooking Strike III' level=3 skill=Katar activation=Casted FP=- STM=8 cast=0 cooldown=18","HookingStrike3: PASS exact Bible text TLK 5088","HookingStrike3: PASS exact Bible text TLK 5088",""
"PASS","Scoped implemented","Katar","40","Scrapper","4.0","4","Joint Lock II","Katar 30","Katar 30","All","Combat","MGT","PER","Combat Formula","Yes","-","8.0","Instant","24 seconds","Implemented","","","Deals weapon DMG + 24. Inflicts Dazed for 15 seconds.","Deals weapon DMG + 24. Inflicts Dazed for 15 seconds.","JointLock/KatarVenomCurrent/Joint Lock rank 2","JointLock2","JointLock2: JointLockAbilityDefinition.cs name='Joint Lock II' level=2 skill=Katar activation=Casted FP=- STM=8 cast=0 cooldown=24","JointLock2: PASS exact Bible text TLK 5990","JointLock2: PASS exact Bible text TLK 5990",""
"PASS","Scoped implemented","Katar","41","Scrapper","3.0","3","Interrupting Sweep II","Katar 32","Katar 32","All","Combat","MGT","PER","Combat Formula","Yes","-","9.0","Instant","30 seconds","Implemented","","","Deals weapon DMG + 30 to enemies within 5m and interrupts current hostile actions when possible.","Deals weapon DMG + 30 to enemies within 5m and interrupts current hostile actions when possible.","InterruptingSweep/KatarVenomCurrent/Interrupting Sweep rank 2","InterruptingSweep2","InterruptingSweep2: InterruptingSweepAbilityDefinition.cs name='Interrupting Sweep II' level=2 skill=Katar activation=Casted FP=- STM=9 cast=0 cooldown=30","InterruptingSweep2: PASS exact Bible text TLK 4506","InterruptingSweep2: PASS exact Bible text TLK 4506",""
"PASS","Scoped implemented","Katar","42","Scrapper","2.0","2","Iron Grip","Katar 35","Katar 35","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Your outgoing debuffs last +20% longer.","Your outgoing debuffs last +20% longer.","IronGrip/KatarVenomCurrent/Iron Grip rank 1","IronGripTrait","IronGripTrait: no active ability definition","IronGripTrait: PASS exact Bible text TLK 4728","-",""
"PASS","Scoped implemented","Katar","43","Scrapper","4.0","4","Joint Lock III","Katar 38","Katar 38","All","Combat","MGT","PER","Combat Formula","Yes","-","10.0","Instant","24 seconds","Implemented","","","Deals weapon DMG + 36. Inflicts Dazed for 15 seconds.","Deals weapon DMG + 36. Inflicts Dazed for 15 seconds.","JointLock/KatarVenomCurrent/Joint Lock rank 3","JointLock3","JointLock3: JointLockAbilityDefinition.cs name='Joint Lock III' level=3 skill=Katar activation=Casted FP=- STM=10 cast=0 cooldown=24","JointLock3: PASS exact Bible text TLK 5991","JointLock3: PASS exact Bible text TLK 5991",""
"PASS","Scoped implemented","Katar","44","Scrapper","5.0","5","Hooking Strike IV","Katar 40","Katar 40","All","Combat","MGT","PER","Combat Formula","Yes","-","12.0","Instant","18 seconds","Implemented","","","Deals weapon DMG + 38 and inflicts Hamstring for 30 seconds.","Deals weapon DMG + 38 and inflicts Hamstring for 30 seconds.","HookingStrike/KatarVenomCurrent/Hooking Strike rank 4","HookingStrike4","HookingStrike4: HookingStrikeAbilityDefinition.cs name='Hooking Strike IV' level=4 skill=Katar activation=Casted FP=- STM=12 cast=0 cooldown=18","HookingStrike4: PASS exact Bible text TLK 5091","HookingStrike4: PASS exact Bible text TLK 5091",""
"PASS","Scoped implemented","Katar","45","Scrapper","4.0","4","Scrapper Control III","Katar 45","Katar 45","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Your control abilities deal +12 DMG and gain +7% Ability Accuracy.","Your control abilities deal +12 DMG and gain +7% Ability Accuracy.","ScrapperControl/KatarVenomCurrent/Scrapper Control rank 3","","-","-","-",""
"PASS","Scoped implemented","Katar","46","Scrapper","6.0","6","Scrapheap Lockdown","Katar 50","Katar 50; Quest scrapheap_lockdown_mastery","All","Capstone","MGT","PER","Combat Formula","Yes","-","15.0","2 seconds","90 seconds","Implemented","","","Deals weapon DMG + 25 to enemies within 5m of you. Enemies hit suffer Dazed and Hamstring for 30 seconds.","Deals weapon DMG + 25 to enemies within 5m of you. Enemies hit suffer Dazed and Hamstring for 30 seconds.","ScrapheapLockdown/KatarVenomCurrent/Scrapheap Lockdown rank 1","ScrapheapLockdown1","ScrapheapLockdown1: ScrapheapLockdownAbilityDefinition.cs name='Scrapheap Lockdown' level=1 skill=Katar activation=Casted FP=- STM=15 cast=2 cooldown=90","ScrapheapLockdown1: PASS exact Bible text TLK 5092","ScrapheapLockdown1: PASS exact Bible text TLK 5092",""
"PASS","Scoped implemented","Staff","9","Crusher","2.0","2","Slam I","Staff 2","Staff 2","All","Combat","MGT","PER","Combat Formula","Yes","-","3.0","Instant","18 seconds","Implemented","","","Deals weapon DMG + 8. Targets affected by control effects take +8 DMG.","Deals weapon DMG + 8. Targets affected by control effects take +8 DMG.","Slam/StaffCrusher/Slam rank 1","Slam1","Slam1: SlamAbilityDefinition.cs name='Slam I' level=1 skill=Staff activation=Casted FP=- STM=3 cast=0 cooldown=18","Slam1: PASS exact Bible text TLK 4787","Slam1: PASS exact Bible text TLK 4787",""
"PASS","Scoped implemented","Staff","10","Crusher","2.0","2","Crushing Mastery","Staff 5","Staff 5","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Critical hits against targets affected by control effects deal +15% damage.","Critical hits against targets affected by control effects deal +15% damage.","CrushingMastery/StaffCrusher/Crushing Mastery rank 1","CrushingMasteryTrait","CrushingMasteryTrait: no active ability definition","CrushingMasteryTrait: PASS exact Bible text TLK 4797","-",""
"PASS","Scoped implemented","Staff","11","Crusher","2.0","2","Charged Blows I","Staff 8","Staff 8","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","After you apply a control effect, your next attack within 30 seconds deals +10 DMG.","After you apply a control effect, your next attack within 30 seconds deals +10 DMG.","ChargedBlows/StaffCrusher/Charged Blows rank 1","ChargedBlowsTrait","ChargedBlowsTrait: no active ability definition","ChargedBlowsTrait: PASS exact Bible text TLK 5205","-",""
"PASS","Scoped implemented","Staff","12","Crusher","2.0","2","Rib Breaker I","Staff 10","Staff 10","All","Combat","MGT","PER","Combat Formula","Yes","-","4.0","Instant","24 seconds","Implemented","","","Deals weapon DMG + 12 and inflicts Dazed for 15 seconds.","Deals weapon DMG + 12 and inflicts Dazed for 15 seconds.","RibBreaker/StaffCrusher/Rib Breaker rank 1","RibBreaker1","RibBreaker1: RibBreakerAbilityDefinition.cs name='Rib Breaker I' level=1 skill=Staff activation=Casted FP=- STM=4 cast=0 cooldown=24","RibBreaker1: PASS exact Bible text TLK 5992","RibBreaker1: PASS exact Bible text TLK 5992",""
"PASS","Scoped implemented","Staff","13","Crusher","2.0","2","Slam II","Staff 12","Staff 12","All","Combat","MGT","PER","Combat Formula","Yes","-","5.0","Instant","18 seconds","Implemented","","","Deals weapon DMG + 18. Targets affected by control effects take +14 DMG.","Deals weapon DMG + 18. Targets affected by control effects take +14 DMG.","Slam/StaffCrusher/Slam rank 2","Slam2","Slam2: SlamAbilityDefinition.cs name='Slam II' level=2 skill=Staff activation=Casted FP=- STM=5 cast=0 cooldown=18","Slam2: PASS exact Bible text TLK 4788","Slam2: PASS exact Bible text TLK 4788",""
"PASS","Scoped implemented","Staff","14","Crusher","4.0","4","Heavy Hands","Staff 15","Staff 15","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Deal +10% damage to targets affected by control effects.","Deal +10% damage to targets affected by control effects.","HeavyHands/StaffCrusher/Heavy Hands rank 1","HeavyHandsTrait","HeavyHandsTrait: no active ability definition","HeavyHandsTrait: PASS exact Bible text TLK 4732","-",""
"PASS","Scoped implemented","Staff","15","Crusher","3.0","3","Ground Quake I","Staff 18","Staff 18","All","Combat","MGT","PER","Combat Formula","Yes","-","6.0","Instant","30 seconds","Implemented","","","Deals weapon DMG + 18 to enemies within 5m and knocks down already Dazed targets for 6 seconds.","Deals weapon DMG + 18 to enemies within 5m and knocks down already Dazed targets for 6 seconds.","GroundQuake/StaffCrusher/Ground Quake rank 1","GroundQuake1","GroundQuake1: GroundQuakeAbilityDefinition.cs name='Ground Quake I' level=1 skill=Staff activation=Casted FP=- STM=6 cast=0 cooldown=30","GroundQuake1: PASS exact Bible text TLK 5993","GroundQuake1: PASS exact Bible text TLK 5993",""
"PASS","Scoped implemented","Staff","16","Crusher","4.0","4","Crusher Stance","Staff 20","Staff 20","All","Stance","None","None","None","Yes","-","-","2 seconds","30 seconds","Implemented","","","While active, deal +15% damage to enemies affected by control effects, but your attack delay is increased by 10%.","While active, deal +15% damage to enemies affected by control effects, but your attack delay is increased by 10%.","CrusherStance/StaffCrusher/Crusher Stance rank 1","CrusherStance1","CrusherStance1: CrusherStanceAbilityDefinition.cs name='Crusher Stance' level=1 skill=Staff activation=Casted FP=- STM=- cast=2 cooldown=30","CrusherStance1: PASS exact Bible text TLK 4789","CrusherStance1: PASS exact Bible text TLK 4789",""
"PASS","Scoped implemented","Staff","17","Crusher","4.0","4","Charged Blows II","Staff 22","Staff 22","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","After you apply a control effect, your next attack within 30 seconds deals +18 DMG.","After you apply a control effect, your next attack within 30 seconds deals +18 DMG.","ChargedBlows/StaffCrusher/Charged Blows rank 2","","-","-","-",""
"PASS","Scoped implemented","Staff","18","Crusher","4.0","4","Break Posture","Staff 25","Staff 25","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","Your hostile combat abilities reduce Physical Defense by 10% for 30 seconds against targets affected by control effects.","Your hostile combat abilities reduce Physical Defense by 10% for 30 seconds against targets affected by control effects.","BreakPosture/StaffCrusher/Break Posture rank 1","BreakPostureTrait","BreakPostureTrait: no active ability definition","BreakPostureTrait: PASS exact Bible text TLK 5162","-",""
"PASS","Scoped implemented","Staff","19","Crusher","3.0","3","Slam III","Staff 28","Staff 28","All","Combat","MGT","PER","Combat Formula","Yes","-","8.0","Instant","18 seconds","Implemented","","","Deals weapon DMG + 28. Targets affected by control effects take +20 DMG.","Deals weapon DMG + 28. Targets affected by control effects take +20 DMG.","Slam/StaffCrusher/Slam rank 3","Slam3","Slam3: SlamAbilityDefinition.cs name='Slam III' level=3 skill=Staff activation=Casted FP=- STM=8 cast=0 cooldown=18","Slam3: PASS exact Bible text TLK 4790","Slam3: PASS exact Bible text TLK 4790",""
"PASS","Scoped implemented","Staff","20","Crusher","4.0","4","Rib Breaker II","Staff 30","Staff 30","All","Combat","MGT","PER","Combat Formula","Yes","-","8.0","Instant","24 seconds","Implemented","","","Deals weapon DMG + 24 and inflicts Dazed for 15 seconds.","Deals weapon DMG + 24 and inflicts Dazed for 15 seconds.","RibBreaker/StaffCrusher/Rib Breaker rank 2","RibBreaker2","RibBreaker2: RibBreakerAbilityDefinition.cs name='Rib Breaker II' level=2 skill=Staff activation=Casted FP=- STM=8 cast=0 cooldown=24","RibBreaker2: PASS exact Bible text TLK 5994","RibBreaker2: PASS exact Bible text TLK 5994",""
"PASS","Scoped implemented","Staff","21","Crusher","3.0","3","Ground Quake II","Staff 32","Staff 32","All","Combat","MGT","PER","Combat Formula","Yes","-","9.0","Instant","30 seconds","Implemented","","","Deals weapon DMG + 30 to enemies within 5m and knocks down already Dazed targets for 6 seconds.","Deals weapon DMG + 30 to enemies within 5m and knocks down already Dazed targets for 6 seconds.","GroundQuake/StaffCrusher/Ground Quake rank 2","GroundQuake2","GroundQuake2: GroundQuakeAbilityDefinition.cs name='Ground Quake II' level=2 skill=Staff activation=Casted FP=- STM=9 cast=0 cooldown=30","GroundQuake2: PASS exact Bible text TLK 5995","GroundQuake2: PASS exact Bible text TLK 5995",""
"PASS","Scoped implemented","Staff","22","Crusher","2.0","2","Skull Rattle","Staff 35","Staff 35","All","Trait","None","None","None","Yes","-","-","-","-","Implemented","","","When you apply a control effect, the target also suffers -10% Accuracy for 30 seconds.","When you apply a control effect, the target also suffers -10% Accuracy for 30 seconds.","SkullRattle/StaffCrusher/Skull Rattle rank 1","SkullRattleTrait","SkullRattleTrait: no active ability definition","SkullRattleTrait: PASS exact Bible text TLK 5427","-",""
"PASS","Scoped implemented","Staff","23","Crusher","4.0","4","Rib Breaker III","Staff 38","Staff 38","All","Combat","MGT","PER","Combat Formula","Yes","-","10.0","Instant","24 seconds","Implemented","","","Deals weapon DMG + 36 and inflicts Dazed for 15 seconds.","Deals weapon DMG + 36 and inflicts Dazed for 15 seconds.","RibBreaker/StaffCrusher/Rib Breaker rank 3","RibBreaker3","RibBreaker3: RibBreakerAbilityDefinition.cs name='Rib Breaker III' level=3 skill=Staff activation=Casted FP=- STM=10 cast=0 cooldown=24","RibBreaker3: PASS exact Bible text TLK 5996","RibBreaker3: PASS exact Bible text TLK 5996",""
"PASS","Scoped implemented","Staff","24","Crusher","5.0","5","Slam IV","Staff 40","Staff 40","All","Combat","MGT","PER","Combat Formula","Yes","-","12.0","Instant","18 seconds","Implemented","","","Deals weapon DMG + 38. Targets affected by control effects take +26 DMG.","Deals weapon DMG + 38. Targets affected by control effects take +26 DMG.","Slam/StaffCrusher/Slam rank 4","Slam4","Slam4: SlamAbilityDefinition.cs name='Slam IV' level=4 skill=Staff activation=Casted FP=- STM=12 cast=0 cooldown=18","Slam4: PASS exact Bible text TLK 4791","Slam4: PASS exact Bible text TLK 4791",""
